ID,Title,Singer,Words,Sentiment,Lyrics
1,Like A Song,Lenka,204,negative,"I can't forget you when you're gone Your like a song That goes around in my head And how I regret It's been so long Oh what went wrong Could it be something I said Time, make it go faster Or just rewind To back when im wrapped in your arms Ahoooh Dum da di da Da da da dum Da da da dum Da da da dum da da di dum Da di dum dum Da da da dum Da da da dum Da da da dum la da da di da dum All afternoon long It's with me The same song You left a light on Inside me My love I can Remember The way that it felt To be holding on to you  Da dum da da di dum Ooh dum di dum I can't forget you when you're gone Your like a song That goes around in my head And how I regret It's been so long Oh what went wrong Could it be something I said Time, make it go faster Or just rewind To come back to my happy heart.  "
2,Living To Love You,Sarah Connor,690,negative,All we had was just one summer Two lovers strolling in the park But like they say the world keeps turning As the leaves wouldâve fallen  we should fall apart Now Iâm waiting for the winter lu .lu .lu .lu .lu ...... To build my castle out of ice And deep inside is massive building Thereâs a crystal lake of all the tears I've cried. baby for all my life don't you know that it's true i'm living to love you so baby don't think twice if you feel what i feel trust your heart and do what i do cause iâ²m living to love you Iâm living to love you When youâre gone itâs not forever Cause youâre remaining in my heart So tell me why Iâm feel this aching Every time I think of you when weâre apart baby for all my life don't you know that it's true i'm living to love you so baby don't think twice if you feel what i feel trust your heart and do what i do iâ²m living to love you I admit that from time to time Iâm feeling insecure and think Iâm gonna loose my mind Donât let it showâ¦noâ¦noâ¦noâ¦no..nooo I donât think Iâll never understand That our love should never have a happy end So Iâm really gonna try my best To let you know  To let you know Baby for all my life Donât you know that itâs true Iâm living to love you So baby donât think twice If you feel what I feel Trust your heart and do what I do When the final day comes  I know the angles They will see my smile And if they wanna know the reason I will tell them why Baby for all my life ooh yeah Iâm living to love you.
3,Lonely As You,Foo Fighters,277,negative,What would I do Lonely as you Pleasure or pain I cant choose  What would I do Lonely as you Pleasure or pain I cant choose Wake up Youre dreaming I cant stand your screaming Drowning out these prayers Just some words without meaning Spare all the breaching My secrets worth keeping No one understands like I do Keep out of reach Im your leading deletion Hide behind these masks Though they still see Right through them Every now and then Youre down and out my friend Down and out again Down and out again Down and out again But Im down with you  One more time for the last time One more time for release  One more time for the last time  Everyone wants to believe  Blame it on you Thought these years Ive been losing Blame it on the past Its the last place I knew you Blame all the children Theyre raging and ruined Blame it on the black and the blue Every now and then Youre down and out my friend Down and out again Down and out again Down and out again But Im down with you  One more time for the last time  One more time for release  One more time for the last time  Everyone wants to believe  Every now and then Youre down and out my friend Down and out again Down and out again Down and out again But Im down with you One more time for the last time One more time for release One more time for the last time Everyone wants to believe One more time for the last time One more time for release One more time for the last time Everyone wants to believe One more time for the last time One more time for release One more time for the very last time Everyone wants to believe All right
4,Lonely Enough,Little Big Town,267,negative,"Its been a long time since ive prayed Let the words fall where they may Forive me now for what im about to say Tired of being on my knees Sick of begging you please Since the day you took him away from me God, how much more do i have to hurt How far down do you wanna see me go tell me God, you dont know the sadness of this place You got the angels and the saints So give me back my love love Dont you think im looooo lonely enough You got the power in your hands To change the master plan Every star and every grain of sand You keep bringing back the dead Just roll the stone away Before theres nothing left of me to say God, how much more do i have to hurt How far down do you wanna see me go tell me God, you dont know the sadness of this place Show me amazing grace And give me back my love love  Dont you think im lonely enough  Wont you give me back ym love Dont you think im lonely enough Oooooooooohoooooooooooooooohoooooooooooooooooooh Ooooooooooooooooohooooohooooooooooohoooooooooooh Dont you think im lonely enough "
5,Lonely Girls,Lucinda Williams,242,negative,"Lonely girls, lonely girls  Lonely girls, lonely girls  Heavy blankets, heavy blankets, heavy blankets Cover lonely girls  Sweet sad songs, sweet sad songs, sweet sad songs, Sung by lonely girls  lonely girls lonly girls lonely girls  lonely girls Pretty hairdos, pretty hairdos, pretty hairdos Worn by lonely girls  Sparkly rhinestones, sparkly rhinestones, sparkly rhinestones Shine on lonely girls  lonely girls lonely girls lonely girls lonely girls  I oughta know, I oughta know, I oughta know about lonely girls  lonely girls lonely girls lonely girls lonely girls"
6,Lonely Lullaby,Owl City,274,negative,"Symphony of silver tears Sing to me and sooth the ring in my ears Overcast these gloomy nights wear on But I'm holding fast 'Cause it's darkest just before the dawn  I sang my princess fast asleep 'Cause she was my dream come true Oh Annmarie, believe me, I loved you  But now those lonely lullabies Just dampen my tired eyes Because I can't forget you  Because I can't forget you  I'll dissolve when the rain pours in When the nightmares take me I will scream with the howling wind 'Cause it's a bitter world and I'd rather dream  Dizzy love turned a star lily pink And hung above our lids too flushed to blink But icy blue froze the fairytale cold Though I treasured you And you sparkled with someone to hold  I sang my princess fast asleep 'Cause she was my dream come true Oh Annmarie, believe me, I loved you  But now those lonely lullabies Just dampen my tired eyes Because I can't forget you  Because I can't forget you  I'll dissolve when the rain pours in When the nightmares take me I will scream with the howling wind 'Cause it's a bitter world and I'd rather dream  I'll dissolve when the rain pours in When the nightmares take me I will scream with the howling wind 'Cause it's a bitter world and I'd rather dream  And I'd rather dream  Annmarie, I'll never forget you Annmarie, I'll never forget you Annmarie, remember me? I'll never forget you Annmarie, remember me? I'll never forget you Annmarie, remember me? I'll never forget you  "
7,Look On Down From The Bridge,Mazzy Star,287,negative,"look on down from the bridge there's still fountains down there look on down from the bridge it's still raining, up here everybody seems so far away from me everybody just wants to be free look away from the sky it's no different when you're leaving home I can't be the same thing to you now I'm just gone, just gone how could I say goodbye how could I say goodbye goodbye maybe I'll just place my hands over you and close my eyes real tight there's a light in your eyes and you know--yeah, you know look on down from the bridge I'm still waiting for you "
8,Lose You,Pete Yorn,278,negative,Iâm taking a ride off to one side It is a personal thing Where? When I canât stand Up in this cage Iâm not regretting I don't need a better thing I'd settle for less It's another thing for me I just have to wander through this world Alone  Stop before you fall Into the hole that I have dug here Rest even as you Are starting to feel the way I used to I don't need a better thing Just to sound confused Don't talk about everyone I am not amused by you  Cause I'm gonna lose you Yes I'm gonna lose you If I'm gonna lose you  Cause I'm gonna lose you Yes I'm gonna lose you If I'm gonna lose you I'll lose you now for good
9,Love The Way You Lie,"Eminem,Rihanna",702,negative,"Just gonna stand there and watch me burn But that's alright because I like the way it hurts Just gonna stand there and hear me cry But that's alright because I love the way you lie, I love the way you lie  I can't tell you what it really is I can only tell you what it feels like And right now it's a still night in my wind pipe I can't breathe but I still fight while I can fight As long as the wrong feels right it's like I'm in flight High off the law, drunk from my hate, It's like I'm huffing paint and I love it the more I suffer, I suffocate And right before I'm about to drown, she resuscitates me She fucking hates me and I love it. Wait! Where you going? I'm leaving you No you ain't. Come back we're running right back. Here we go again It's so insane cus when its going good its going great. I'm superman with the wind at his back Shes Louis Lane but when its bad its awful, I feel so ashamed I snap Whos that dude? I don't even know his name I laid hands on him, I'll never stoop so low again I guess I don't know my own strength Just gonna stand there and watch me burn But that's alright because I like the way it hurts Just gonna stand there and hear me cry But that's alright because I love the way you lie, I love the way you lie  You ever love somebody so much you can barely breathe When you're with 'em You meet and neither one of you even know what hit 'em Got that warm fuzzy feeling Yeah, them those chills you used to get 'em Now you're getting fucking sick of looking at him You swore you'd never hit him; never do nothing to hurt him Now you're in each other's face spewing venom in your words when you spit them You push pull each other's hair, scratch claw hit him Throw him down pin him So lost in the moments when you're in them It's a race that's the culprit controls your boat So they say you're best to go your separate ways Guess if they don't know you cus today that was yesterday Yesterday is over it's a different day Sound like broken records playing over but you promised her Next time you show restraint You don't get another chance Life is no Nintendo game But you ?? the game Now you get to watch her leave out the window I guess that's why they call it window pain Just gonna stand there and watch me burn But that's alright because I like the way it hurts Just gonna stand there and hear me cry But that's alright because I love the way you lie, I love the way you lie  Now I know he said things hit things that we didn't mean And we fall back into the same patterns same routine But your temper's just as bad as mine is You're the same as me But when it comes to love you're just as blinded Baby, please come back It wasn't you, baby it was me Maybe our relationship wasn't as crazy as it seemed Maybe that's what happens when a tornado meets a volcano All I know is I love you too much to walk away though Come inside, pick up your bags off the sidewalk Don't you hear sincerity in my voice when I talk I told you this is my fault Look me in the eye ball Next time I'm pissed, I lay my fist at the drywall Next time. There won't be no next time I apologize even though I know its lies I'm tired of the games I just want her back I know I'm a liar If she ever tries to fucking leave again Im'a tie her to the bed and set this house on fire Just gonna stand there and watch me burn But that's alright because I like the way it hurts Just gonna stand there and hear me cry But that's alright because I love the way you lie, I love the way you lie  I love the way you lie  "
10,Lullaby,The Cure,253,negative,"on candystripe legs the spiderman comes softly through the shadow of the evening sun stealing past the windows of the blissfully dead looking for the victim shivering in bed searching out fear in the gathering gloom and suddenly! a movement in the corner of the room! and there is nothing i can do when i realise with fright that the spiderman is having me for dinner tonight!  quietly he laughs and shaking his head creeps closer now closer to the foot of the bed and softer than shadow and quicker than flies his arms are all around me and his tongue in my eyes ""be still be calm be quiet now my precious boy don't struggle like that or i will only love you more for it's much too late to get away or turn on the light the spiderman is having you for dinner tonight""  and i feel like i'm being eaten by a thousand million shivering furry holes and i know that in the morning i will wake up in the shivering cold  and the spiderman is always hungry...  "
11,Mad World,Gary jules,180,negative,"All around me are familiar faces Worn out places Worn out faces Bright and early for their daily races Going nowhere Going nowhere Their tears are filling up their glasses No expression No expression Hide my head I want to drown my sorrow No tomorrow No tomorrow And I find it kinda funny I find it kinda sad The dreams in which I'm dying Are the best I've ever had I find it hard to tell you I find it hard to take When people run in circles It's a very, very mad world mad world Children waiting for the day they feel good Happy Birthday Happy Birthday Made to feel the way that every child should Sit and listen Sit and listen Went to school and I was very nervous No one knew me No one knew me Hello teacher tell me what's my lesson Look right through me Look right through me And I find it kinda funny I find it kinda sad The dreams in which I'm dying Are the best I've ever had I find it hard to tell you I find it hard to take When people run in circles It's a very, very Mad world Mad world Enlarge your world  "
12,Manhattan,Sara Bareilles,279,negative,You can have Manhattan I know itâs for the best Iâll gather up the avenues And leave them on your doorstep And Iâll tip toe away So you wonât have to say You heard me leave  You can have Manhattan I know itâs what you want The bustle and the buildings The weather in the fall And Iâll bow out of place To save you some space For somebody new  You can have Manhattan Cause I canât have you  Ahhhhh  You can have Manhattan The one we used to share The one where we were laughing And drunk on just being there Hang on to the reverie Could you do that for me? Cause Iâm just too sad to  You can have Manhattan Cause I canât have you  And so it goes One foot after the other Til black and white begin to color in And I know That holding us in place Is simply fear of whatâs already changed  Ahhhhh  You can have Manhattan Iâll settle for the view The sunsets facing westward The sand beneath my feet And Iâll wish this away Just missing the days When I was one half of two You can have Manhattan Cause I canât have you
13,Marching Bands Of Manhattan,Death Cab For Cutie,253,negative,"If I could open my arms And span the length of the isle of Manhattan, I'd bring it to where you are Making a lake of the East River and Hudson If I could open my mouth Wide enough for a marching band to march out They would make your name sing And bend through alleys and bounce off all the buildings.  I wish we could open our eyes To see in all directions at the same time Oh what a beautiful view If you were never aware of what was around you And it is true what you said That I live like a hermit in my own head But when the sun shines again I'll pull the curtains and blinds to let the light in.  Sorrow drips into your heart through a pinhole Just like a faucet that leaks and there is comfort in the sound But while you debate half empty or half full It slowly rises, your love is gonna drown  Your love is gonna drown Your love is gonna...  "
14,Marry You,Bruno Mars,229,negative,"it's a beautiful night we're looking for something dumb to do hey baby i think i wanna marry you is it the look in your eyes or is it this dancing juice who cares baby, i think i wanna marry you well i know this little chapel on the boulevard we can go whoa whoa no one will no whoa oh come on girl  who cares if we're trashed got a pocket full of cash we can blow whoa whoa shots of patrol whoa whoa and guitar girl  don't say no no no no no just say yeah yeah yeah yeah yeah and we'll go go go go go if you're ready, like i'm ready  cos it's a beautiful nigt we're looking for something dumb to do hey baby i think i wanna marry you is it the look in your eyes or is it this dancing juice who cares baby, i think i wanna marry you  oh i'll go get the ring let the choir bell sing like ooh ooh ooh so what you wanna do ooh ooh lets just run girl if we wake up and you want to break up that's cool ooh ooh no i won't blame you ooh ooh it was fun girl  don't say no no no no no just say yeah yeah yeah yeah yeah and we'll go go go go go if you're ready, like i'm ready  cos it's a beautiful nigt we're looking for something dumb to do hey baby i think i wanna marry you is it the look in your eyes or is it this dancing juice who cares baby, i think i wanna marry you  just say i do ooh ooh ooh tell me right now baby tell me right now baby, baby just say i do ooh ooh ooh tell me right now baby tell me right now baby, baby  oh it's a beautiful nigt we're looking for something dumb to do hey baby i think i wanna marry you is it the look in your eyes or is it this dancing juice who cares baby, i think i wanna marry you  "
15,Maybe California,Tori Amos,265,negative,"Hey Mrs. C, please donât jump why not? Nothing is making sense anymore to me I donât know when I stopped making him smile Now the kids see me crying all the time  From one mother to the other Theyâll never get over this for their lifetime All their wishes will be dashed upon those cliffs so letâs be strong for you and me the night is opening Our angels are falling and they will warm us She asked right now right here Iâm feeling so (mad dear)  Maybe California Maybe California  As mothers we have our troubles youâll leave them with emptiness for their lifetime All their wishes will be dashed upon those cliffs So letâs be strong you and me the night is opening Our angels are falling and they will warm us She asked right now right here Iâm feeling so (mad dear)  Maybe California Maybe California  Until then there will be starlight shining down For every tear and every child  "
16,me vs. maradona vs. elvis,Brand New,319,negative,"With one or two I get used to the room. We go slow when we first make our moves. But five or six bring you out to the car. Number nine with my head on the bar. And its sad, but true. Out of cash and IOUS. I've got desperate desires and unadmirable plans. My tongue will taste of gin and malicious intent. Bring you back to the bar. Get you out of the cold. A sober ,straight face gets you out of your clothes. And theyre scared that we know all the crimes theyll commit. Who theyll kiss before they get home. I will lie awake. Lie for fun and fake the way I hold you. Let you fall for every empty word I say. Barely conscious in the door where you stand. Your eyes are fighting sleep while your mouth makes your demands. You laugh at every word, trying hard to be cute. I almost feel sorry for what Im gonna do. And your hair smells of smoke. Who will cast the first stone? You can sin or spend the night all alone. Brass buttons on your coat hold the cold In the shape of a heart that they cut out of stone. Youre using all your looks that youve thrown from the start. If you let me have my way, I swear Ill tear you apart. Cause its all you can be.  Youre a drunk and youre scared. Its ladies night. All the girls drink for free. I will lie awake. And lie for fun and fake the way I hold you. Let you fall for every empty word I say.  I will lie awake.  And lie for fun and fake the way I hold you. Let you fall for every empty word I say.  I will lie awake. And lie for fun and fake the way I hold you. Let you fall for every empty word I say. "
17,miserable at best,mayday parade,317,negative,"Katie, don't cry, I know You're trying your hardest And the hardest part is letting go Of the nights we shared Ocala is calling and you know it's haunting But compared to your eyes, nothing shines quite as bright And when we look to the sky, its not mine, but i want it so  Let's not pretend you're alone tonight (I know he's there) You're probably hanging out and making eyes (while across the room, he stares) I bet he gets the nerve to walk the floor And ask my girl to dance, and she'll say yes  Because these words are never easier for me to say Or her to second guess But I guess That I can live without you but Without you I'll be miserable at best  You're all that I hoped I'd find In every single way And everything I could give Is everything you couldn't take Cause nothing feels like home, you're a thousand miles away And the hardest part of living Is just taking breaths to stay  Because I know I'm good for something I just haven't found it yet But I need it  So let's not pretend like you're alone tonight (I know he's there) You're probably hanging out and making eyes (while across the room, he stares) I bet he gets the nerve to walk the floor And ask my girl to dance, and she'll say yes  Because these words are never easier for me to say Or her to second guess But I guess That I can live without you but Without you I'll be miserable at best  ladada ladada ladadaoh ohhh  And this will be the first time in a week That I'll talk to you And I can't speak Been three whole days since I've had sleep Because I dream of his lips on your cheek And I got the point that I should leave you alone But we both know that I'm not that strong And I miss the lips that made me fly  So let's not pretend that you're alone tonight (I know he's there) You're probably hanging out and making eyes (while across the room, he stares) I bet he gets the nerve to walk the floor And ask my girl to dance, and she'll say yes  Because these words are never easier for me to say Or her to second guess But I guess That I can live without you but Without you I'll be miserable And I can live without you But without you I'll be miserable And I can live without you Oh, without you I'll be miserable at best "
18,More Like Her,Miranda Lambert,560,negative,"She's beautiful in her simple little way She don't have too much to say when she gets mad She understands she don't let go of anything Even when the pain gets really bad Guess I should've been more like that  You had it all for a pretty little while And some how you made me smile when I was sad You took a chance on a bruised and beaten heart Then you realized you wanted what you had I guess I should've been more like that I should have held on to my pride I should have never let you lie I guess you got what you deserverd I guess I should've been more like her Forgiving you, she's stronger than I am You don't look much like a man from where I'm at It's plain to see desperatino showed it's truth You love her and she loves you with all she has I guess I should've been more like that â¦â¦æ­å· > Pub 1991 < æ£å¿â¦â¦ I should have held on to my pride I should have never let you lie I guess you got what you deserverd I guess I should've been more like her  She's beautiful in her simple, little way  "
19,my gift of silence,Blackfield,245,negative,"If I compiled All my crimes and my lies, Into amnesty,  Would you come back to me,  The smile on my lips Is a sign that I don't hear you leaving me,  And I don't hear my own soul scream,  I'll read your lips, Watch your scarf play at your hips, And I know it's true,  But I don't hear him call to you,  Don't blame yourself,  Don't change yourself,  I Just want to be,  Over you say you feel love,  Don't hate yourself,  If I compiled All my crimes and my lies into amnesty,  Would you come back to me,  The smile on my lips Is a sign that I don't hear you leaving me,  And I don't hear my own soul scream,  Don't blame yourself,  Don't change yourself,  I Just want to be, Over you say you feel love,  Don't hate yourself. "
20,My Love,Lene Marlin,272,negative,Please come and find me my love I'm ready now to come home  Please come and find me my love Let's leave this place let's leave no trace  Can you hear me my love I'm shouting in the wind Can you hear me  Can you see me my love I'm drawing in the sand Can you see me  I hope that I'm still with you as you are with me You always will be  Please come and find me my love I'm ready now to come home  Please come and find me my love Let's leave this place let's leave no trace  Can you feel me my love I'm hurting so bad Can you feel it  Can you tell about my thoughts I wish that you were here Do you know it  The time that I've had don't need anymore You're the one I wait for  Please come and find me my love I'm ready now to come home  Please come and find me my love Let's leave this place let's leave no trace  Please come and find me my love I'm ready now to come home  Please come and find me my love Let's leave this place let's leave no trace
21,My Name Is Trouble,Keren Ann,253,negative,My nane is trouble My first name's a mess No need to greet me I'm here to confess That if you let me hold you I won't hold my breath And if you let me love you I will love till death  My chase is endless I tend to obsess No game lives up to My need to possess But if you let me hold you I won't hold my breath And if you let me love you I will love till death  I'm petrified of emptiness And let aside the loneliness The lovers tend to break me in two If you were to come back to me In pieces or in melody There couldn't be a better way through...  My name is trouble My first name's a mess Born to deceive you Brought up to redress And if you let me hold you I won't hold my breath But if you make me need you I will need you less  I'm petrified of emptiness And let aside the loneliness The lovers tend to break me in two If you were to come back to me In pieces or in melody There couldn't be a better way through...  My nane is trouble My first name's a mess No need to greet me I'm here to confess That if you let me hold you I won't hold my breath And if you let me love you I will love till death If you let me hold you I won't hold my breath And if you let me love you I will love you to death
22,Never Gonna Love Again,Lykke Li,240,negative,"Baby can you hear the rain fall on me Never gonna love again Baby can you hear my heart cry tonight I can't keep running away This time I can't keep running away, 'cause I'm never gonna love again Every time the rain falls, think of me On a lonely highway How can we Turn around the heartache Oh I, I'm alone tonight babe and I'm never gonna love again Baby wait a lifetime before You love somebody new Come and turn the lights down so I Can feel your hand in mine Can we Start all over again cause I'm never gonna love a new Every time the rain falls, think of me On a lonely highway How can we Turn around the heartache Oh I, I'm alone tonight babe and I'm never gonna love again Never gonna love again, not I Never gonna love again, not I Never gonna love again, not I Never gonna love again, I'm never gonna love again Never gonna love again, not I Never gonna love again, not I Never gonna love again, not I Never gonna love again, Drive me to the dead end, till I Promise not to run This time I can't keep running away cause I'm never gonna love again. Every time the rain falls, think of me On a lonely highway How can we Turn around the heartache Oh I, I'm along tonight babe and I'm never gonna love again Never gonna love again, not I Never gonna love again, not I Never gonna love again, not I Never gonna love again, Never gonna love again, Never gonna love again, not I Never gonna love again, not I Never gonna love again, not I Never gonna love again, Never gonna love again, Never gonna love again,  "
23,Never Grow Up,Taylor Swift,296,negative,"Your little hand's wrapped around my finger And it's so quiet in the world tonight Your little eyelids flutter cause you're dreaming So I tuck you in, turn on your favorite night light To you everything's funny, you got nothing to regret I'd give all I have, honey If you could stay like that  Oh darling, don't you ever grow up Don't you ever grow up, just stay this little Oh darling, don't you ever grow up Don't you ever grow up, it could stay this simple I won't let nobody hurt you, won't let no one break your heart And no one will desert you Just try to never grow up, never grow up  You're in the car on the way to the movies And you're mortified your mom's dropping you off At 14 there's just so much you can't do And you can't wait to move out someday and call your own shots But don't make her drop you off around the block Remember that she's getting older too And don't lose the way that you dance around in your pj's getting ready for school  Oh darling, don't you ever grow up Don't you ever grow up, just stay this little Oh darling, don't you ever grow up Don't you ever grow up, it could stay this simple No one's ever burned you, nothing's ever left you scarred And even though you want to, just try to never grow up  Take pictures in your mind of your childhood room Memorize what it sounded like when your dad gets home Remember the footsteps, remember the words said And all your little brother's favorite songs I just realized everything I have is someday gonna be gone  So here I am in my new apartment In a big city, they just dropped me off It's so much colder that I thought it would be So I tuck myself in and turn my night light on  Wish I'd never grown up I wish I'd never grown up  Oh I don't wanna grow up, wish I'd never grown up I could still be little Oh I don't wanna grow up, wish I'd never grown up It could still be simple Oh darling, don't you ever grow up Don't you ever grow up, just stay this little Oh darling, don't you ever grow up Don't you ever grow up, it could stay this simple Won't let nobody hurt you Won't let no one break your heart And even though you want to, please try to never grow up Oh, don't you ever grow up Oh, never grow up, just never grow up  "
24,Nicest Thing,Kate Nash,247,negative,"All I know is that you're so nice, You're the nicest thing I've seen. I wish that we could give it a go, See if we could be something. I wish I was your favourite girl, I wish you thought I was the reason you are in the world. I wish my smile was your favourite kind of smile, I wish the way that I dressed was your favourite kind of style. I wish you couldn't figure me out, But you always wanna know what I was about. I wish you'd hold my hand when I was upset, I wish you'd never forget the look on my face when we first met. I wish you had a favourite beauty spot that you loved secretly, 'Cos it was on a hidden bit that nobody else could see. Basically, I wish that you loved me, I wish that you needed me, I wish that you knew when I said two sugars, actually I meant three. I wish that without me your heart would break, I wish that without me you'd be spending the rest of your nights awake. I wish that without me you couldn't eat, I wish I was the last thing on your mind before you went to sleep. Look, all i know is that you're the nicest thing I've ever seen And I wish that we could see if we could be something Yeah, I wish we could see if we could be something Thanks to Kayleigh Bullion for these lyrics Thanks to Linnea Langvad for these lyrics Thanks to Rose for these lyrics "
25,No Promises,Shayne Ward,224,negative,"Hey baby, when we are together, doing things that we love. Every time you're near I feel like Iâm in heaven, feeling high I donât want to let go, girl. I just need you to know girl.  I donât wanna run away, baby youâre the one I need tonight, No promises. Baby, now I need to hold you tight, I just wanna die in your arms Here tonight Hey baby, when we are together, doing things that we love. Everytime you're near I feel like Iâm in heaven, feeling high I donât want to let go, girl. I just need you you to know girl.  I donât wanna run away, baby youâre the one I need tonight, No promises. Baby, now I need to hold you tight, I just wanna die in your arms  I donât want to run away, I want to stay forever, thru Time and Time.. No promises I donât wanna run away, I donât wanna be alone No Promises Baby, now I need to hold you tight, now and forever my love  No promises I donât wanna run away, baby youâre the one I need tonight, No promises. Baby, now I need to hold you tight, I just wanna die in your arms Here tonight  I donât wanna run away, baby youâre the one I need tonight, No promises. Baby, now I need to hold you tight, I just wanna die in your arms Here tonight  "
26,No Tears,James Blunt,232,negative,"Don't I know it? Nobody has to say I've been lucky. Guess I was born that way. I think my father his absence has made me strong. Then I love my mother but she had troubles with God. No tears  For the life that you led You had angels in your head Did you hear them singing in the air? All the things that you've seen All the things that could have been Will I've been everything I want to be?  So, no tears, no tears for me  Yeah, I've bathed in sunshine but cherish the fading light And I heard my heartbeat falter on a winter's night I loved a woman but she didn't hear my prayers So Lord, oh Lord, I'm yours No tears  For the life that you led You had angels in your head Did you hear them singing in the air? All the things that i do  seen All the things that could have been Will I've been everything I want to be?  So, no tears, no tears Cause someone's somewhere going home tonight Trying to understand the sacrifice So save your tears for those left behind  For the life that you led You had angels in your head Did you hear them singing in the air? All the things that i do seen All the things that could have been Will I've been everything I want to be?  So, no tears, no tears, no tears for me  "
27,Not In Love,Enrique Iglesias,225,negative,You call me on the phone I act like nothing's going on We're driving in my car I pretend that you don't turn me on You sexy thing yeah you know it (yeah) You move around yeah you show it I'm not in love It's just the phase I'm going thru I'm always looking for something new But don't go running away It's almost 3am I'm hoping that you don't let go Your moving in so close I'm trying not to lose control You sexy thing yeah you know it I try to tell myself all the time I just can't help how I feel tonight So don't go running away I'm not in love (yeah) I'm not in love (give it to me) I'm not in love (break it down)
28,Nothing Compares,Pixie Lott,217,negative,"Walking down Brick Lane, feel the blue. Winds blowing lightly and I picture you. Sweet Sunday morning, with nothing to do. Love is like a dream, when it's just me and you.  Open my window, sing me a song. Baby can't you see that this is where I belong With your hand in my hand, still feel feel the love Really wish that we could go back to the way that it was.  They say if it doesn't kill you it'll make you stronger. Oh, but I can't be without you any longer. Everytime I let it go, baby it's you. Nothing compares to you. Nothing compares to you.  Sweet sunday morning, all by myself. Hard love what we've done, when with anyone else. Watch my mascara dripping down. Baby how did we end up like this? Where are you now?  They say if it doesn't kill you it'll make you stronger. Oh, but I can't be without you any longer. Everytime I let it go, baby it's you. Nothing compares to you. Nothing compares to you.  I'm running fast, as fast as I can, to get you back, Just to get you back again. I can not wait, I can not wait, If we can be, we can be us again. I cry at night, cry at night, I'll cry for all the words, All the words I didn't say. Sweet Sundays, sweet Sundays.  They say if it doesn't kill you it'll make you stronger. Oh, but I can't be without you any longer. Everytime I let it go, baby it's you. Nothing compares to you. Nothing compares to you.  "
29,One Love,Blue,209,negative,It's kinda funny How life can change Can flip 180 in a matter of days Sometimes love works in Mysterious ways One day U wake up Gone without a trace I refuse to give up I refuse to give in You're my everythin' I don't wanna give up I don't wanna give in So everybody sing  One love for the mother's pride One love for the times we cried One love gotta stay alive...I will survive One love for the city streets One love for the hip hop beats One love oh I do believe One love is all we need  Late at night I'm still wide awake Feelin' this is one more than I can take I thought my heart could Never break Now I know that's one big mistake I refuse to give up I refuse to give in You're my everythin' I don't wanna give up I don't wanna give in Everybody sing One love for the mother's pride One love for the times we cried One love gotta stay alive...I will survive One love for the city streets One love for the hip hop beats One love oh I do believe One love is all we need  Baby just love me love me love me Baby just hold me hold me hold me Ooooh love me love me love me Oh yeah..one love Baby just love me love me love me Baby just hold me hold me hold me Ooooh love me love me love me  One love for the mother's pride One love for the times we cried One love gotta stay alive...I will survive One love for the city streets One love for the hip hop beats One love oh I do believe One love is all we need One love for the mother's pride One love for the times we cried One love gotta stay alive...I will survive One love for the city streets One love for the hip hop beats One love oh I do believe One love is all we need
30,One More Chance,Will.i.am,267,negative,"Take me back Take me back Take me back Iâ¦  Girls girls girls Girls girls girls Girls girls girls  Take me back One more chance This time around I'll get it fine I know One more chance Let me undo what I done before One more  Girl I be loving you like la la la But it be hitting you like blah blah blah We be going back and forth like volley ball Battling each other like galactic Girl our love could be spectacular But we crash like vehicular Homicide I know why you sick of a brother with tricks that's quick to trick on ya I know you want more than a dick in ya You want a good nigga to stick with ya I'll stick with ya and perfect my love I'll protect ya girl if you give me just  One more chance This time around I'll get it fine I know One more chance Let me undo what I've done before Cause I don't want to go Another day, another lonely night I don't wanna be In this world without you in my life One more chance  This time around Baby protect the love Lalala this time around Baby protect the love Lalala Baby protect the love Lalala this time around Better get it right This time around Better get it right  Lemme lemme lemme lemme love you all day Remix our love in a new way Put it on put it on replay replay Spin it around an' around like a dj dj Forever and ever and always Our endeavor got me sure like albey Yesterday gotcha feeling a little salty Girl I promise you imma love you love you all the way To the end L O V I N girl I'm serious no more pretending I received all the love your sending I'll give my all if you give me just  One more chance This time around it's time for a different flow A new romance Do the things we've never done before Cause I don't wanna do The same mistakes that I made yesterday I love you I really love you baby I really love you baby Laaa Baby protect the love Lalala this time around Baby protect the love Laaa Baby protect the love Lalala this time around This time around better get it right This time around better get it right  This time around, this time around, this time around, this time around I promise baby imma change it I'll remix it no more same shit This time around, this time around, this time around, this time around I promise baby i'll rearrange it I'll remix it no more same shit This time around, this time around, this time around, Check it out now Check it out now Check it out now Eh eh  Fuck your friends girl They just haters they just think that I'm a playa But you don't see that love is greater If not now then maybe later Cause endlessly enormously You will see my l o v will be strong until the end Baby give me one more chance  This time around I'll get it fine I know One more chance Let me undo what I've done before Cause I don't want to go Another day, another lonely night I don't wanna be In this world without you in my life One more chance  Lallalallalala . . . . . . Lalalalalalala  "
